Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 6, 'n_head': 3, 'n_kv_head': 3, 'n_embd': 384, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 3,145,728
  value_embeds            : 9,437,184
  lm_head                 : 3,145,728
  transformer_matrices    : 10,617,120
  scalars                 : 12
  total                   : 26,345,772
Estimated FLOPs per token: 1.203258e+08
Scaling AdamW LRs by 1/sqrt(384/768) = 1.414214
Time budget: 300s
Gradient accumulation steps: 1
step 00000 (0.0%) | loss: 9.011034 | lrm: 1.00 | dt: 6711ms | tok/sec: 4,882 | mfu: 0.1% | epoch: 1 | remaining: 300s    
step 01874 (83.1%) | loss: 3.271029 | lrm: 0.34 | dt: 135ms | tok/sec: 243,284 | mfu: 3.0% | epoch: 1 | remaining: 51s    
step 01875 (83.1%) | loss: 3.285173 | lrm: 0.34 | dt: 135ms | tok/sec: 242,084 | mfu: 2.9% | epoch: 1 | remaining: 50s    
step 01876 (83.2%) | loss: 3.273346 | lrm: 0.34 | dt: 135ms | tok/sec: 242,662 | mfu: 3.0% | epoch: 1 | remaining: 50s    
step 01877 (83.2%) | loss: 3.286265 | lrm: 0.34 | dt: 137ms | tok/sec: 238,991 | mfu: 2.9% | epoch: 1 | remaining: 50s    
step 01878 (83.3%) | loss: 3.285064 | lrm: 0.33 | dt: 136ms | tok/sec: 240,259 | mfu: 2.9% | epoch: 1 | remaining: 50s    
step 01879 (83.3%) | loss: 3.290409 | lrm: 0.33 | dt: 231ms | tok/sec: 141,882 | mfu: 1.7% | epoch: 1 | remaining: 50s    
step 01880 (83.4%) | loss: 3.291306 | lrm: 0.33 | dt: 135ms | tok/sec: 242,584 | mfu: 2.9% | epoch: 1 | remaining: 50s    
step 01881 (83.4%) | loss: 3.298871 | lrm: 0.33 | dt: 135ms | tok/sec: 243,264 | mfu: 3.0% | epoch: 1 | remaining: 50s    
step 01882 (83.5%) | loss: 3.304976 | lrm: 0.33 | dt: 137ms | tok/sec: 238,953 | mfu: 2.9% | epoch: 1 | remaining: 49s    
step 01883 (83.5%) | loss: 3.298635 | lrm: 0.33 | dt: 151ms | tok/sec: 217,241 | mfu: 2.6% | epoch: 1 | remaining: 49s    
step 01884 (83.6%) | loss: 3.306773 | lrm: 0.33 | dt: 135ms | tok/sec: 242,786 | mfu: 3.0% | epoch: 1 | remaining: 49s    
step 01885 (83.6%) | loss: 3.307383 | lrm: 0.33 | dt: 136ms | tok/sec: 241,727 | mfu: 2.9% | epoch: 1 | remaining: 49s    
step 01886 (83.7%) | loss: 3.320850 | lrm: 0.33 | dt: 186ms | tok/sec: 176,265 | mfu: 2.1% | epoch: 1 | remaining: 49s    
step 01887 (83.7%) | loss: 3.317892 | lrm: 0.33 | dt: 134ms | tok/sec: 243,680 | mfu: 3.0% | epoch: 1 | remaining: 49s    
step 01888 (83.8%) | loss: 3.320541 | lrm: 0.32 | dt: 264ms | tok/sec: 124,098 | mfu: 1.5% | epoch: 1 | remaining: 48s    
step 01889 (83.9%) | loss: 3.323997 | lrm: 0.32 | dt: 137ms | tok/sec: 238,507 | mfu: 2.9% | epoch: 1 | remaining: 48s    
step 01890 (83.9%) | loss: 3.334567 | lrm: 0.32 | dt: 204ms | tok/sec: 160,675 | mfu: 2.0% | epoch: 1 | remaining: 48s    
step 01891 (84.0%) | loss: 3.342043 | lrm: 0.32 | dt: 138ms | tok/sec: 238,101 | mfu: 2.9% | epoch: 1 | remaining: 48s    
step 01892 (84.0%) | loss: 3.338570 | lrm: 0.32 | dt: 140ms | tok/sec: 233,444 | mfu: 2.8% | epoch: 1 | remaining: 48s    
step 01893 (84.1%) | loss: 3.330748 | lrm: 0.32 | dt: 143ms | tok/sec: 228,731 | mfu: 2.8% | epoch: 1 | remaining: 48s    
step 01894 (84.1%) | loss: 3.320526 | lrm: 0.32 | dt: 135ms | tok/sec: 242,774 | mfu: 3.0% | epoch: 1 | remaining: 48s    
step 01895 (84.2%) | loss: 3.328900 | lrm: 0.32 | dt: 156ms | tok/sec: 209,474 | mfu: 2.5% | epoch: 1 | remaining: 47s    
step 01896 (84.2%) | loss: 3.342537 | lrm: 0.32 | dt: 135ms | tok/sec: 243,195 | mfu: 3.0% | epoch: 1 | remaining: 47s    
step 01897 (84.3%) | loss: 3.331320 | lrm: 0.31 | dt: 209ms | tok/sec: 156,856 | mfu: 1.9% | epoch: 1 | remaining: 47s    
step 01898 (84.3%) | loss: 3.336856 | lrm: 0.31 | dt: 136ms | tok/sec: 240,794 | mfu: 2.9% | epoch: 1 | remaining: 47s    
step 01899 (84.4%) | loss: 3.328228 | lrm: 0.31 | dt: 147ms | tok/sec: 223,323 | mfu: 2.7% | epoch: 1 | remaining: 47s    
step 01900 (84.4%) | loss: 3.314415 | lrm: 0.31 | dt: 135ms | tok/sec: 242,005 | mfu: 2.9% | epoch: 1 | remaining: 47s    
step 01901 (84.5%) | loss: 3.309922 | lrm: 0.31 | dt: 135ms | tok/sec: 242,377 | mfu: 2.9% | epoch: 1 | remaining: 46s    
step 01902 (84.5%) | loss: 3.313602 | lrm: 0.31 | dt: 158ms | tok/sec: 207,604 | mfu: 2.5% | epoch: 1 | remaining: 46s    
step 01903 (84.6%) | loss: 3.318483 | lrm: 0.31 | dt: 134ms | tok/sec: 243,973 | mfu: 3.0% | epoch: 1 | remaining: 46s    
step 01904 (84.6%) | loss: 3.308664 | lrm: 0.31 | dt: 143ms | tok/sec: 228,464 | mfu: 2.8% | epoch: 1 | remaining: 46s    
step 01905 (84.7%) | loss: 3.306621 | lrm: 0.31 | dt: 135ms | tok/sec: 243,085 | mfu: 3.0% | epoch: 1 | remaining: 46s    
step 01906 (84.7%) | loss: 3.289265 | lrm: 0.31 | dt: 142ms | tok/sec: 231,165 | mfu: 2.8% | epoch: 1 | remaining: 46s    
step 01907 (84.8%) | loss: 3.292358 | lrm: 0.30 | dt: 135ms | tok/sec: 242,840 | mfu: 3.0% | epoch: 1 | remaining: 46s    
step 01908 (84.8%) | loss: 3.292166 | lrm: 0.30 | dt: 232ms | tok/sec: 141,327 | mfu: 1.7% | epoch: 1 | remaining: 45s    
step 01909 (84.9%) | loss: 3.287719 | lrm: 0.30 | dt: 138ms | tok/sec: 237,847 | mfu: 2.9% | epoch: 1 | remaining: 45s    
step 01910 (84.9%) | loss: 3.284569 | lrm: 0.30 | dt: 136ms | tok/sec: 241,135 | mfu: 2.9% | epoch: 1 | remaining: 45s    
step 01911 (85.0%) | loss: 3.290956 | lrm: 0.30 | dt: 156ms | tok/sec: 209,589 | mfu: 2.5% | epoch: 1 | remaining: 45s    
step 01912 (85.0%) | loss: 3.286551 | lrm: 0.30 | dt: 135ms | tok/sec: 243,286 | mfu: 3.0% | epoch: 1 | remaining: 45s    
step 01913 (85.1%) | loss: 3.282029 | lrm: 0.30 | dt: 198ms | tok/sec: 165,828 | mfu: 2.0% | epoch: 1 | remaining: 45s    
step 01914 (85.1%) | loss: 3.279966 | lrm: 0.30 | dt: 134ms | tok/sec: 243,794 | mfu: 3.0% | epoch: 1 | remaining: 44s    
step 01915 (85.2%) | loss: 3.274142 | lrm: 0.30 | dt: 135ms | tok/sec: 243,034 | mfu: 3.0% | epoch: 1 | remaining: 44s    
step 01916 (85.2%) | loss: 3.287389 | lrm: 0.30 | dt: 135ms | tok/sec: 242,327 | mfu: 2.9% | epoch: 1 | remaining: 44s    
step 01917 (85.3%) | loss: 3.274227 | lrm: 0.29 | dt: 135ms | tok/sec: 242,089 | mfu: 2.9% | epoch: 1 | remaining: 44s    
step 01918 (85.3%) | loss: 3.287856 | lrm: 0.29 | dt: 166ms | tok/sec: 196,873 | mfu: 2.4% | epoch: 1 | remaining: 44s    
step 01919 (85.4%) | loss: 3.283916 | lrm: 0.29 | dt: 136ms | tok/sec: 241,779 | mfu: 2.9% | epoch: 1 | remaining: 44s    
step 01920 (85.4%) | loss: 3.282409 | lrm: 0.29 | dt: 241ms | tok/sec: 136,117 | mfu: 1.7% | epoch: 1 | remaining: 44s    
step 01921 (85.5%) | loss: 3.273440 | lrm: 0.29 | dt: 166ms | tok/sec: 197,651 | mfu: 2.4% | epoch: 1 | remaining: 43s    
step 01922 (85.5%) | loss: 3.286950 | lrm: 0.29 | dt: 156ms | tok/sec: 210,612 | mfu: 2.6% | epoch: 1 | remaining: 43s    
step 01923 (85.6%) | loss: 3.281490 | lrm: 0.29 | dt: 216ms | tok/sec: 151,726 | mfu: 1.8% | epoch: 1 | remaining: 43s    
step 01924 (85.7%) | loss: 3.301175 | lrm: 0.29 | dt: 134ms | tok/sec: 243,946 | mfu: 3.0% | epoch: 1 | remaining: 43s    
step 01925 (85.7%) | loss: 3.295060 | lrm: 0.29 | dt: 198ms | tok/sec: 165,390 | mfu: 2.0% | epoch: 1 | remaining: 43s    
step 01926 (85.8%) | loss: 3.308746 | lrm: 0.28 | dt: 145ms | tok/sec: 225,276 | mfu: 2.7% | epoch: 1 | remaining: 43s    
step 01927 (85.8%) | loss: 3.293303 | lrm: 0.28 | dt: 135ms | tok/sec: 242,830 | mfu: 3.0% | epoch: 1 | remaining: 42s    
step 01928 (85.9%) | loss: 3.290101 | lrm: 0.28 | dt: 248ms | tok/sec: 132,153 | mfu: 1.6% | epoch: 1 | remaining: 42s    
step 01929 (86.0%) | loss: 3.291756 | lrm: 0.28 | dt: 138ms | tok/sec: 238,184 | mfu: 2.9% | epoch: 1 | remaining: 42s    
step 01930 (86.0%) | loss: 3.291362 | lrm: 0.28 | dt: 160ms | tok/sec: 204,796 | mfu: 2.5% | epoch: 1 | remaining: 42s    
step 01931 (86.1%) | loss: 3.292906 | lrm: 0.28 | dt: 135ms | tok/sec: 243,201 | mfu: 3.0% | epoch: 1 | remaining: 42s    
step 01932 (86.1%) | loss: 3.286899 | lrm: 0.28 | dt: 225ms | tok/sec: 145,446 | mfu: 1.8% | epoch: 1 | remaining: 41s    
step 01933 (86.2%) | loss: 3.293761 | lrm: 0.28 | dt: 157ms | tok/sec: 208,116 | mfu: 2.5% | epoch: 1 | remaining: 41s    
step 01934 (86.2%) | loss: 3.282454 | lrm: 0.28 | dt: 191ms | tok/sec: 171,777 | mfu: 2.1% | epoch: 1 | remaining: 41s    
step 01935 (86.3%) | loss: 3.300651 | lrm: 0.27 | dt: 158ms | tok/sec: 207,520 | mfu: 2.5% | epoch: 1 | remaining: 41s    
step 01936 (86.3%) | loss: 3.315057 | lrm: 0.27 | dt: 139ms | tok/sec: 235,131 | mfu: 2.9% | epoch: 1 | remaining: 41s    
step 01937 (86.4%) | loss: 3.309556 | lrm: 0.27 | dt: 201ms | tok/sec: 162,937 | mfu: 2.0% | epoch: 1 | remaining: 41s    
step 01938 (86.5%) | loss: 3.304450 | lrm: 0.27 | dt: 134ms | tok/sec: 243,661 | mfu: 3.0% | epoch: 1 | remaining: 40s    
step 01939 (86.5%) | loss: 3.302654 | lrm: 0.27 | dt: 239ms | tok/sec: 136,996 | mfu: 1.7% | epoch: 1 | remaining: 40s    
step 01940 (86.6%) | loss: 3.305183 | lrm: 0.27 | dt: 138ms | tok/sec: 238,114 | mfu: 2.9% | epoch: 1 | remaining: 40s    
step 01941 (86.6%) | loss: 3.306229 | lrm: 0.27 | dt: 140ms | tok/sec: 234,013 | mfu: 2.8% | epoch: 1 | remaining: 40s    
step 01942 (86.7%) | loss: 3.313863 | lrm: 0.27 | dt: 285ms | tok/sec: 114,990 | mfu: 1.4% | epoch: 1 | remaining: 40s    
step 01943 (86.8%) | loss: 3.306452 | lrm: 0.26 | dt: 138ms | tok/sec: 238,147 | mfu: 2.9% | epoch: 1 | remaining: 40s    
step 01944 (86.8%) | loss: 3.301021 | lrm: 0.26 | dt: 183ms | tok/sec: 179,398 | mfu: 2.2% | epoch: 1 | remaining: 39s    
step 01945 (86.9%) | loss: 3.301104 | lrm: 0.26 | dt: 134ms | tok/sec: 243,807 | mfu: 3.0% | epoch: 1 | remaining: 39s    
step 01946 (86.9%) | loss: 3.293973 | lrm: 0.26 | dt: 135ms | tok/sec: 243,399 | mfu: 3.0% | epoch: 1 | remaining: 39s    
step 01947 (87.0%) | loss: 3.284690 | lrm: 0.26 | dt: 215ms | tok/sec: 152,157 | mfu: 1.9% | epoch: 1 | remaining: 39s    
step 01948 (87.0%) | loss: 3.275250 | lrm: 0.26 | dt: 135ms | tok/sec: 242,205 | mfu: 2.9% | epoch: 1 | remaining: 39s    
step 01949 (87.1%) | loss: 3.282429 | lrm: 0.26 | dt: 215ms | tok/sec: 152,747 | mfu: 1.9% | epoch: 1 | remaining: 39s    
step 01950 (87.2%) | loss: 3.286089 | lrm: 0.26 | dt: 135ms | tok/sec: 242,801 | mfu: 3.0% | epoch: 1 | remaining: 38s    
step 01951 (87.2%) | loss: 3.275283 | lrm: 0.26 | dt: 145ms | tok/sec: 226,251 | mfu: 2.8% | epoch: 1 | remaining: 38s    
step 01952 (87.2%) | loss: 3.267002 | lrm: 0.26 | dt: 135ms | tok/sec: 242,372 | mfu: 2.9% | epoch: 1 | remaining: 38s    
step 01953 (87.3%) | loss: 3.257677 | lrm: 0.25 | dt: 135ms | tok/sec: 243,166 | mfu: 3.0% | epoch: 1 | remaining: 38s    
step 01954 (87.3%) | loss: 3.267010 | lrm: 0.25 | dt: 327ms | tok/sec: 100,262 | mfu: 1.2% | epoch: 1 | remaining: 38s    
step 01955 (87.4%) | loss: 3.263864 | lrm: 0.25 | dt: 135ms | tok/sec: 242,396 | mfu: 2.9% | epoch: 1 | remaining: 38s    
step 01956 (87.5%) | loss: 3.270311 | lrm: 0.25 | dt: 134ms | tok/sec: 244,458 | mfu: 3.0% | epoch: 1 | remaining: 37s    
step 01957 (87.5%) | loss: 3.245836 | lrm: 0.25 | dt: 135ms | tok/sec: 242,937 | mfu: 3.0% | epoch: 1 | remaining: 37s    
step 01958 (87.6%) | loss: 3.219466 | lrm: 0.25 | dt: 135ms | tok/sec: 243,342 | mfu: 3.0% | epoch: 1 | remaining: 37s    
step 01959 (87.6%) | loss: 3.221185 | lrm: 0.25 | dt: 143ms | tok/sec: 228,717 | mfu: 2.8% | epoch: 1 | remaining: 37s    
step 01960 (87.7%) | loss: 3.219935 | lrm: 0.25 | dt: 135ms | tok/sec: 243,298 | mfu: 3.0% | epoch: 1 | remaining: 37s    
step 01961 (87.7%) | loss: 3.225016 | lrm: 0.25 | dt: 173ms | tok/sec: 189,834 | mfu: 2.3% | epoch: 1 | remaining: 37s    
step 01962 (87.8%) | loss: 3.216503 | lrm: 0.24 | dt: 143ms | tok/sec: 229,694 | mfu: 2.8% | epoch: 1 | remaining: 37s    
step 01963 (87.8%) | loss: 3.206542 | lrm: 0.24 | dt: 135ms | tok/sec: 243,043 | mfu: 3.0% | epoch: 1 | remaining: 36s    
step 01964 (87.9%) | loss: 3.213909 | lrm: 0.24 | dt: 135ms | tok/sec: 242,623 | mfu: 3.0% | epoch: 1 | remaining: 36s    
step 01965 (87.9%) | loss: 3.211825 | lrm: 0.24 | dt: 193ms | tok/sec: 169,737 | mfu: 2.1% | epoch: 1 | remaining: 36s    
step 01966 (88.0%) | loss: 3.223158 | lrm: 0.24 | dt: 137ms | tok/sec: 239,736 | mfu: 2.9% | epoch: 1 | remaining: 36s    
step 01967 (88.0%) | loss: 3.217939 | lrm: 0.24 | dt: 135ms | tok/sec: 242,663 | mfu: 3.0% | epoch: 1 | remaining: 36s    
step 01968 (88.1%) | loss: 3.212181 | lrm: 0.24 | dt: 150ms | tok/sec: 219,128 | mfu: 2.7% | epoch: 1 | remaining: 36s    
step 01969 (88.1%) | loss: 3.221309 | lrm: 0.24 | dt: 134ms | tok/sec: 244,498 | mfu: 3.0% | epoch: 1 | remaining: 36s    
step 01970 (88.2%) | loss: 3.225217 | lrm: 0.24 | dt: 135ms | tok/sec: 243,178 | mfu: 3.0% | epoch: 1 | remaining: 35s    
step 01971 (88.2%) | loss: 3.224485 | lrm: 0.24 | dt: 135ms | tok/sec: 242,748 | mfu: 3.0% | epoch: 1 | remaining: 35s    
step 01972 (88.3%) | loss: 3.223444 | lrm: 0.23 | dt: 135ms | tok/sec: 243,435 | mfu: 3.0% | epoch: 1 | remaining: 35s    
step 01973 (88.3%) | loss: 3.226008 | lrm: 0.23 | dt: 134ms | tok/sec: 243,715 | mfu: 3.0% | epoch: 1 | remaining: 35s    
step 01974 (88.3%) | loss: 3.247259 | lrm: 0.23 | dt: 135ms | tok/sec: 242,878 | mfu: 3.0% | epoch: 1 | remaining: 35s    
step 01975 (88.4%) | loss: 3.238499 | lrm: 0.23 | dt: 136ms | tok/sec: 241,701 | mfu: 2.9% | epoch: 1 | remaining: 35s    
step 01976 (88.4%) | loss: 3.243755 | lrm: 0.23 | dt: 135ms | tok/sec: 243,287 | mfu: 3.0% | epoch: 1 | remaining: 35s    
step 01977 (88.5%) | loss: 3.237487 | lrm: 0.23 | dt: 134ms | tok/sec: 243,868 | mfu: 3.0% | epoch: 1 | remaining: 34s    
step 01978 (88.5%) | loss: 3.242899 | lrm: 0.23 | dt: 135ms | tok/sec: 243,449 | mfu: 3.0% | epoch: 1 | remaining: 34s    
step 01979 (88.6%) | loss: 3.233966 | lrm: 0.23 | dt: 135ms | tok/sec: 242,756 | mfu: 3.0% | epoch: 1 | remaining: 34s    
step 01980 (88.6%) | loss: 3.243132 | lrm: 0.23 | dt: 135ms | tok/sec: 242,837 | mfu: 3.0% | epoch: 1 | remaining: 34s    
step 01981 (88.7%) | loss: 3.234319 | lrm: 0.23 | dt: 136ms | tok/sec: 241,148 | mfu: 2.9% | epoch: 1 | remaining: 34s    
step 01982 (88.7%) | loss: 3.245189 | lrm: 0.23 | dt: 139ms | tok/sec: 236,407 | mfu: 2.9% | epoch: 1 | remaining: 34s    
step 01983 (88.7%) | loss: 3.254584 | lrm: 0.23 | dt: 135ms | tok/sec: 243,146 | mfu: 3.0% | epoch: 1 | remaining: 34s    
step 01984 (88.8%) | loss: 3.258026 | lrm: 0.22 | dt: 154ms | tok/sec: 212,608 | mfu: 2.6% | epoch: 1 | remaining: 33s    
step 01985 (88.8%) | loss: 3.267355 | lrm: 0.22 | dt: 134ms | tok/sec: 243,753 | mfu: 3.0% | epoch: 1 | remaining: 33s    
step 01986 (88.9%) | loss: 3.255778 | lrm: 0.22 | dt: 135ms | tok/sec: 243,435 | mfu: 3.0% | epoch: 1 | remaining: 33s    
step 01987 (88.9%) | loss: 3.249571 | lrm: 0.22 | dt: 135ms | tok/sec: 243,255 | mfu: 3.0% | epoch: 1 | remaining: 33s    
step 01988 (89.0%) | loss: 3.250718 | lrm: 0.22 | dt: 136ms | tok/sec: 241,466 | mfu: 2.9% | epoch: 1 | remaining: 33s    
step 01989 (89.0%) | loss: 3.261494 | lrm: 0.22 | dt: 164ms | tok/sec: 199,466 | mfu: 2.4% | epoch: 1 | remaining: 33s    
step 01990 (89.1%) | loss: 3.264711 | lrm: 0.22 | dt: 135ms | tok/sec: 243,590 | mfu: 3.0% | epoch: 1 | remaining: 33s    
step 01991 (89.1%) | loss: 3.261689 | lrm: 0.22 | dt: 135ms | tok/sec: 242,758 | mfu: 3.0% | epoch: 1 | remaining: 32s    
step 01992 (89.2%) | loss: 3.247543 | lrm: 0.22 | dt: 134ms | tok/sec: 243,843 | mfu: 3.0% | epoch: 1 | remaining: 32s    
step 01993 (89.2%) | loss: 3.265566 | lrm: 0.22 | dt: 135ms | tok/sec: 241,888 | mfu: 2.9% | epoch: 1 | remaining: 32s    
step 01994 (89.3%) | loss: 3.284168 | lrm: 0.21 | dt: 135ms | tok/sec: 242,783 | mfu: 3.0% | epoch: 1 | remaining: 32s    
step 01995 (89.3%) | loss: 3.276917 | lrm: 0.21 | dt: 135ms | tok/sec: 242,889 | mfu: 3.0% | epoch: 1 | remaining: 32s    
step 01996 (89.3%) | loss: 3.278876 | lrm: 0.21 | dt: 135ms | tok/sec: 243,075 | mfu: 3.0% | epoch: 1 | remaining: 32s    
step 01997 (89.4%) | loss: 3.265527 | lrm: 0.21 | dt: 135ms | tok/sec: 242,204 | mfu: 2.9% | epoch: 1 | remaining: 32s    
step 01998 (89.4%) | loss: 3.272328 | lrm: 0.21 | dt: 135ms | tok/sec: 242,725 | mfu: 3.0% | epoch: 1 | remaining: 32s    
step 01999 (89.5%) | loss: 3.285775 | lrm: 0.21 | dt: 135ms | tok/sec: 242,435 | mfu: 2.9% | epoch: 1 | remaining: 31s    
step 02000 (89.5%) | loss: 3.276188 | lrm: 0.21 | dt: 135ms | tok/sec: 243,225 | mfu: 3.0% | epoch: 1 | remaining: 31s    
step 02001 (89.6%) | loss: 3.288313 | lrm: 0.21 | dt: 135ms | tok/sec: 243,056 | mfu: 3.0% | epoch: 1 | remaining: 31s    
step 02002 (89.6%) | loss: 3.292590 | lrm: 0.21 | dt: 135ms | tok/sec: 242,677 | mfu: 3.0% | epoch: 1 | remaining: 31s    
step 02003 (89.7%) | loss: 3.285976 | lrm: 0.21 | dt: 135ms | tok/sec: 242,660 | mfu: 3.0% | epoch: 1 | remaining: 31s    
step 02004 (89.7%) | loss: 3.274842 | lrm: 0.21 | dt: 135ms | tok/sec: 243,591 | mfu: 3.0% | epoch: 1 | remaining: 31s    
step 02005 (89.8%) | loss: 3.272067 | lrm: 0.20 | dt: 135ms | tok/sec: 243,238 | mfu: 3.0% | epoch: 1 | remaining: 31s    
step 02006 (89.8%) | loss: 3.279860 | lrm: 0.20 | dt: 135ms | tok/sec: 243,255 | mfu: 3.0% | epoch: 1 | remaining: 30s    
step 02007 (89.8%) | loss: 3.277865 | lrm: 0.20 | dt: 136ms | tok/sec: 240,532 | mfu: 2.9% | epoch: 1 | remaining: 30s    
step 02008 (89.9%) | loss: 3.298475 | lrm: 0.20 | dt: 135ms | tok/sec: 242,693 | mfu: 3.0% | epoch: 1 | remaining: 30s    
step 02009 (89.9%) | loss: 3.303061 | lrm: 0.20 | dt: 135ms | tok/sec: 243,626 | mfu: 3.0% | epoch: 1 | remaining: 30s    
step 02010 (90.0%) | loss: 3.280281 | lrm: 0.20 | dt: 135ms | tok/sec: 243,285 | mfu: 3.0% | epoch: 1 | remaining: 30s    
step 02011 (90.0%) | loss: 3.272720 | lrm: 0.20 | dt: 135ms | tok/sec: 243,273 | mfu: 3.0% | epoch: 1 | remaining: 30s    
step 02012 (90.1%) | loss: 3.272320 | lrm: 0.20 | dt: 135ms | tok/sec: 243,160 | mfu: 3.0% | epoch: 1 | remaining: 30s    
step 02013 (90.1%) | loss: 3.268476 | lrm: 0.20 | dt: 134ms | tok/sec: 243,753 | mfu: 3.0% | epoch: 1 | remaining: 30s    
step 02014 (90.2%) | loss: 3.264723 | lrm: 0.20 | dt: 135ms | tok/sec: 243,046 | mfu: 3.0% | epoch: 1 | remaining: 29s    
step 02015 (90.2%) | loss: 3.274196 | lrm: 0.20 | dt: 135ms | tok/sec: 242,477 | mfu: 2.9% | epoch: 1 | remaining: 29s    
step 02016 (90.2%) | loss: 3.265751 | lrm: 0.20 | dt: 135ms | tok/sec: 241,992 | mfu: 2.9% | epoch: 1 | remaining: 29s    
step 02017 (90.3%) | loss: 3.263503 | lrm: 0.19 | dt: 134ms | tok/sec: 243,725 | mfu: 3.0% | epoch: 1 | remaining: 29s    
step 02018 (90.3%) | loss: 3.240315 | lrm: 0.19 | dt: 135ms | tok/sec: 242,863 | mfu: 3.0% | epoch: 1 | remaining: 29s    
step 02019 (90.4%) | loss: 3.251584 | lrm: 0.19 | dt: 135ms | tok/sec: 242,975 | mfu: 3.0% | epoch: 1 | remaining: 29s    
step 02020 (90.4%) | loss: 3.258967 | lrm: 0.19 | dt: 135ms | tok/sec: 242,976 | mfu: 3.0% | epoch: 1 | remaining: 29s    
step 02021 (90.5%) | loss: 3.240138 | lrm: 0.19 | dt: 137ms | tok/sec: 239,325 | mfu: 2.9% | epoch: 1 | remaining: 28s    
step 02022 (90.5%) | loss: 3.250265 | lrm: 0.19 | dt: 135ms | tok/sec: 242,908 | mfu: 3.0% | epoch: 1 | remaining: 28s    
step 02023 (90.6%) | loss: 3.246450 | lrm: 0.19 | dt: 135ms | tok/sec: 243,564 | mfu: 3.0% | epoch: 1 | remaining: 28s    
step 02024 (90.6%) | loss: 3.253794 | lrm: 0.19 | dt: 135ms | tok/sec: 242,138 | mfu: 2.9% | epoch: 1 | remaining: 28s    
step 02025 (90.7%) | loss: 3.246922 | lrm: 0.19 | dt: 135ms | tok/sec: 243,164 | mfu: 3.0% | epoch: 1 | remaining: 28s    
step 02026 (90.7%) | loss: 3.247607 | lrm: 0.19 | dt: 135ms | tok/sec: 243,345 | mfu: 3.0% | epoch: 1 | remaining: 28s    
step 02027 (90.7%) | loss: 3.240532 | lrm: 0.19 | dt: 135ms | tok/sec: 242,790 | mfu: 3.0% | epoch: 1 | remaining: 28s    
step 02028 (90.8%) | loss: 3.245630 | lrm: 0.18 | dt: 134ms | tok/sec: 243,701 | mfu: 3.0% | epoch: 1 | remaining: 28s    
step 02029 (90.8%) | loss: 3.252186 | lrm: 0.18 | dt: 135ms | tok/sec: 243,521 | mfu: 3.0% | epoch: 1 | remaining: 27s    
step 02030 (90.9%) | loss: 3.247760 | lrm: 0.18 | dt: 134ms | tok/sec: 243,778 | mfu: 3.0% | epoch: 1 | remaining: 27s    
step 02031 (90.9%) | loss: 3.247451 | lrm: 0.18 | dt: 135ms | tok/sec: 243,516 | mfu: 3.0% | epoch: 1 | remaining: 27s    
step 02032 (91.0%) | loss: 3.239777 | lrm: 0.18 | dt: 135ms | tok/sec: 243,446 | mfu: 3.0% | epoch: 1 | remaining: 27s    
step 02033 (91.0%) | loss: 3.243098 | lrm: 0.18 | dt: 135ms | tok/sec: 243,193 | mfu: 3.0% | epoch: 1 | remaining: 27s    
step 02034 (91.1%) | loss: 3.236844 | lrm: 0.18 | dt: 135ms | tok/sec: 243,097 | mfu: 3.0% | epoch: 1 | remaining: 27s    
step 02035 (91.1%) | loss: 3.244232 | lrm: 0.18 | dt: 135ms | tok/sec: 243,443 | mfu: 3.0% | epoch: 1 | remaining: 27s    
step 02036 (91.1%) | loss: 3.252011 | lrm: 0.18 | dt: 135ms | tok/sec: 242,799 | mfu: 3.0% | epoch: 1 | remaining: 26s    
step 02037 (91.2%) | loss: 3.247803 | lrm: 0.18 | dt: 135ms | tok/sec: 243,064 | mfu: 3.0% | epoch: 1 | remaining: 26s    
step 02038 (91.2%) | loss: 3.235089 | lrm: 0.18 | dt: 135ms | tok/sec: 242,651 | mfu: 3.0% | epoch: 1 | remaining: 26s    
step 02039 (91.3%) | loss: 3.231981 | lrm: 0.17 | dt: 135ms | tok/sec: 243,330 | mfu: 3.0% | epoch: 1 | remaining: 26s    
step 02040 (91.3%) | loss: 3.245504 | lrm: 0.17 | dt: 135ms | tok/sec: 243,312 | mfu: 3.0% | epoch: 1 | remaining: 26s    
step 02041 (91.4%) | loss: 3.255394 | lrm: 0.17 | dt: 135ms | tok/sec: 243,447 | mfu: 3.0% | epoch: 1 | remaining: 26s    
step 02042 (91.4%) | loss: 3.253079 | lrm: 0.17 | dt: 135ms | tok/sec: 243,217 | mfu: 3.0% | epoch: 1 | remaining: 26s    
step 02043 (91.5%) | loss: 3.253860 | lrm: 0.17 | dt: 135ms | tok/sec: 243,115 | mfu: 3.0% | epoch: 1 | remaining: 25s    
step 02044 (91.5%) | loss: 3.251848 | lrm: 0.17 | dt: 135ms | tok/sec: 242,977 | mfu: 3.0% | epoch: 1 | remaining: 25s    
step 02045 (91.6%) | loss: 3.252120 | lrm: 0.17 | dt: 134ms | tok/sec: 243,745 | mfu: 3.0% | epoch: 1 | remaining: 25s    
